OBJECTID_12,WellNo,WellType,District,taluk,Block,Village,Latitude,Longitude,Date,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH,EC,TH,Season,Basin,SubBasin
15562,27010D,Bore Well,Tirunelveli,Palayamkottai,Palayamkottai,Palayamkottai,8.720833333,77.73333333,06-08-1999,,28,19,67,59,67,46,24,232,,8.6,750,150,Pre monsoon,Tamiraparani, Lower Tamiraparani
15563,83101,Dug Well,Virudhunagar,Srivilliputhur,Srivilliputhur,Srivilliputhur,9.504166667,77.63333333,01-01-1999,3,46,108,92,6,383,53,0,183,,8,1460,560,Pre monsoon,Vaippar, Kayalkudiyar
15564,83108,Dug Well,Virudhunagar,Thiruchuli,Narikudi,Narikudi,9.6,78.3,01-01-1999,13,680,973,322,25,3191,1368,0,586,,7.7,10770,5700,Pre monsoon,Gundar, Gridhamal
15565,83109,Dug Well,Virudhunagar,Thiruchuli,Thiruchuli,Thiruchuli,9.533333333,78.2,01-01-1999,14,24,27,299,156,181,197,78,470,,9.3,1760,170,Pre monsoon,Gundar, Upper Gundar
15566,83115,Dug Well,Virudhunagar,Sattur,Vembakottai,Vembakottai,9.333333333,77.76666667,01-01-1999,2,18,32,115,25,89,110,48,165,,8.8,750,175,Pre monsoon,Vaippar, Vaippar
15567,83171,Dug Well,Virudhunagar,Rajapalayam,Rajapalayam,Muddukudi,9.398611111,77.56111111,01-01-1999,11,76,103,14,31,269,60,48,140,,8.4,1350,615,Pre monsoon,Vaippar, Deviyar
15568,83172,Dug Well,Virudhunagar,Srivilliputhur,Rajapalayam,Reddiapatti,9.4125,77.65277778,01-01-1999,20,72,78,143,231,369,132,0,470,,7.9,2080,500,Pre monsoon,Vaippar, Sevalaperiyar
15569,83173,Dug Well,Virudhunagar,Rajapalayam,Rajapalayam,Koiloor,9.383333333,77.46666667,01-01-1999,4,28,124,124,7,301,58,0,439,,7.7,1440,580,Pre monsoon,Vaippar, Nagariyar
15570,83174,Dug Well,Virudhunagar,Rajapalayam,Rajapalayam,Vadakku venganallur,9.497222222,77.49583333,01-01-1999,1,46,33,253,6,35,38,84,732,,8.7,1440,250,Pre monsoon,Vaippar, Deviyar
15571,83175,Dug Well,Virudhunagar,Srivilliputhur,Srivilliputhur,Mamsapuram,9.502777778,77.58611111,01-01-1999,50,36,73,368,12,319,168,66,378,,8.8,2200,390,Pre monsoon,Vaippar, Kayalkudiyar
15572,83177,Dug Well,Virudhunagar,Srivilliputhur,Watrap,Kodikulam,9.648611111,77.58333333,01-01-1999,6,16,102,179,160,319,120,60,451,,8.7,1990,460,Pre monsoon,Vaippar, Arjunanadhi
15573,83180,Dug Well,Virudhunagar,Srivilliputhur,Watrap,Nathampatti,9.602777778,77.74166667,01-01-1999,3,18,56,124,16,174,53,42,250,,8.8,960,275,Pre monsoon,Vaippar, Arjunanadhi
15574,83182,Dug Well,Virudhunagar,Srivilliputhur,Srivilliputhur,Pillaiyarnatham,9.55,77.65833333,01-01-1999,15,20,114,53,8,241,89,0,195,,8,1270,520,Pre monsoon,Vaippar, Arjunanadhi
15575,83183,Dug Well,Virudhunagar,Srivilliputhur,Srivilliputhur,Pallaipattimalli,9.495833333,77.69583333,01-01-1999,53,176,292,235,192,1064,538,30,128,,8.9,4600,1640,Pre monsoon,Vaippar, Arjunanadhi
15576,83184,Dug Well,Virudhunagar,Srivilliputhur,Watrap,Perumalthevanpatti,9.461666667,77.63333333,01-01-1999,22,28,163,161,7,411,115,42,311,,8.9,2000,740,Pre monsoon,Vaippar, Kayalkudiyar
15577,83185,Dug Well,Virudhunagar,Sattur,Sattur,Meenakshipuram,9.302777778,77.86944444,01-01-1999,20,8,44,83,12,71,32,30,189,,8.3,690,200,Pre monsoon,Vaippar, Vaippar
15578,83186,Dug Well,Virudhunagar,Virudhunagar,Sivakasi,Saminatham,9.475,77.72555556,01-01-1999,20,30,102,230,22,355,252,48,153,,8.5,1840,495,Pre monsoon,Vaippar, Arjunanadhi
15579,83189,Dug Well,Virudhunagar,Virudhunagar,Virudhunagar,Sengundrapuram,9.616666667,77.875,01-01-1999,28,8,62,69,274,252,130,0,238,,8.1,1500,275,Pre monsoon,Vaippar, Kousiganadhi
15580,83192,Dug Well,Virudhunagar,Sattur,Sivakasi,Sengamalapatti,9.477777778,77.8375,01-01-1999,25,12,69,106,207,372,82,30,85,,8.3,1510,315,Pre monsoon,Vaippar, Arjunanadhi
15581,83194,Dug Well,Virudhunagar,Sattur,Vembakottai,Chekkiahpuram,9.344444444,77.79444444,01-07-1999,6,16,54,230,5,135,144,54,310,,8.9,1430,265,Pre monsoon,Vaippar, Vaippar
15582,83196,Dug Well,Virudhunagar,Sattur,Vembakottai,Vilasapuram,9.269444444,77.77222222,01-07-1999,1,14,60,196,11,206,149,78,196,,9,1320,285,Pre monsoon,Vaippar, Vallampatti Odai
15583,83197,Dug Well,Virudhunagar,Sattur,Sivakasi,Subramaniapuram,9.381944444,77.83472222,01-07-1999,,20,22,81,10,53,39,60,159,,8.8,520,140,Pre monsoon,Vaippar, Vaippar
15584,83198,Dug Well,Virudhunagar,Sattur,Sivakasi,Anuppankulam,9.416666667,77.84583333,01-07-1999,1,14,37,51,14,46,24,42,182,,8.3,580,190,Pre monsoon,Vaippar, Sindapalli Uppodai
15585,83199,Dug Well,Virudhunagar,Virudhunagar,Virudhunagar,Ettunaikenpatti,9.494444444,77.94166667,01-07-1999,5,14,90,242,86,390,178,0,149,,8,1850,410,Pre monsoon,Vaippar, Kousiganadhi
15586,83200A,Dug Well,Virudhunagar,Virudhunagar,Virudhunagar,Naduvapatti,9.416666667,77.91666667,01-07-1999,,20,50,69,11,103,110,30,134,,8.5,690,260,Pre monsoon,Vaippar, Arjunanadhi
15587,83201A,Dug Well,Virudhunagar,Sattur,Sattur,Pulvoypatti,9.25,77.86666667,01-07-1999,5,36,125,460,196,355,984,60,234,,8.4,3460,610,Pre monsoon,Vaippar, Uppathurar
15588,83204,Dug Well,Virudhunagar,Sattur,Sattur, N. Mettupatti,9.325,77.89722222,01-07-1999,1,24,61,193,66,131,151,42,452,,8.4,1210,315,Pre monsoon,Vaippar, Vaippar
15589,83205,Dug Well,Virudhunagar,Virudhunagar,Virudhunagar,A.Gopalapuram,9.433333333,77.90138889,01-07-1999,2,16,30,44,2,57,16,30,110,,8.5,400,165,Pre monsoon,Vaippar, Arjunanadhi
15590,83206,Dug Well,Virudhunagar,Aruppukottai,Aruppukottai,Malaipatti,9.483333333,78.00833333,01-07-1999,8,60,146,58,196,525,141,0,52,,8,2540,760,Pre monsoon,Vaippar, Kousiganadhi
15591,83207A,Dug Well,Virudhunagar,Aruppukottai,Aruppukottai,Palavanatham,9.548888889,78.01,01-08-1999,6,72,168,391,508,1056,490,0,152,,7.7,4930,880,Pre monsoon,Vaippar, Kousiganadhi
15592,83211,Dug Well,Virudhunagar,Aruppukottai,Aruppukottai,Ramanajapuram,9.558333333,78.0875,01-08-1999,,200,312,1104,13,1418,1536,138,455,,9,8330,1800,Pre monsoon,Gundar, Upper Gundar
15593,83214,Dug Well,Virudhunagar,Thiruchuli,Thiruchuli,Muthuramalingapuram,9.466666667,78.16666667,01-08-1999,22,160,341,294,25,1262,202,0,76,,8.2,5160,1820,Pre monsoon,Gundar, Upper Gundar
15594,83215,Dug Well,Virudhunagar,Thiruchuli,Thiruchuli,Rajagopalapuram,9.35,78.25,01-08-1999,16,136,221,460,344,1347,254,0,427,,8.2,5030,1260,Pre monsoon,Gundar, Lower Gundar
15595,83216,Dug Well,Virudhunagar,Thiruchuli,Thiruchuli,Sengulam,9.330555556,78.29166667,01-08-1999,14,64,151,409,188,879,216,0,146,,7.9,3430,790,Pre monsoon,Gundar, Lower Gundar
15596,83218,Dug Well,Virudhunagar,Thiruchuli,Thiruchuli,Panaiyur,9.516666667,78.25,01-08-1999,,32,106,414,9,596,250,54,290,,8.6,2600,520,Pre monsoon,Gundar, Kanal odai
15597,83219,Dug Well,Virudhunagar,Thiruchuli,Narikudi,Udhaiyanendal,9.566666667,78.00277778,01-08-1999,,20,50,133,5,57,110,48,311,,8.4,950,260,Pre monsoon,Vaippar, Kousiganadhi
15598,83208,Dug Well,Virudhunagar,Aruppukottai,Kariyapatti,Alagaianallur,9.618611111,78.01111111,01-12-1999,3,20,76,152,18,138,125,0,217,,8.2,1300,365,Pre monsoon,Gundar, Upper Gundar
15599,83209,Dug Well,Virudhunagar,Aruppukottai,Kariyapatti,Aviyur,9.741666667,78.1,01-12-1999,3,20,42,207,15,294,53,36,153,,8.9,1230,225,Pre monsoon,Gundar, Therkar
15600,83210,Dug Well,Virudhunagar,Aruppukottai,Kariyapatti,Vakkanankundu,9.633333333,78.1,01-12-1999,1,20,41,736,14,553,461,60,534,,9.1,3640,220,Pre monsoon,Gundar, Upper Gundar
15601,83220,Dug Well,Virudhunagar,Thiruchuli,Narikudi,Vidthakulam,9.545833333,78.28888889,01-12-1999,1,28,66,87,5,152,47,24,246,,8.3,970,345,Pre monsoon,Gundar, Kanal odai
15602,83222,Dug Well,Virudhunagar,Thiruchuli,Narikudi,Veeracholam,9.544444444,78.36666667,01-12-1999,2,28,113,460,29,546,235,0,326,,8,3080,540,Pre monsoon,Gundar, Gridhamal
15603,83223,Dug Well,Virudhunagar,Aruppukottai,Kariyapatti,Maraikulam,9.619444444,78.25416667,01-12-1999,,20,12,92,14,71,36,48,146,,8.8,560,100,Pre monsoon,Gundar, Kanal odai
15604,83224,Dug Well,Virudhunagar,Aruppukottai,Kariyapatti,Sriramboor,9.666666667,78.19166667,01-12-1999,,20,29,78,2,74,72,0,110,,8.7,600,170,Pre monsoon,Gundar, Kanal odai
15605,83226,Dug Well,Virudhunagar,Thiruchuli,Narikudi,Manickanendal,9.333333333,78.16666667,01-12-1999,,26,23,58,23,121,27,30,90,,8.7,580,160,Pre monsoon,Gundar, Vembar
15606,83228,Dug Well,Virudhunagar,Thiruchuli,Narikudi,Pulvaykarai,9.716666667,78.22222222,01-12-1999,,42,16,58,3,71,18,30,154,,8.7,540,170,Pre monsoon,Gundar, Gridhamal
15607,25030,Bore Well,Virudhunagar,Aruppukottai,Kariyapatti,P.Pudupatti,9.597222222,78.1625,02-01-1999,26,60,91,2024,20,2482,1200,0,165,,7.8,9580,525,Pre monsoon,Gundar, Upper Gundar
15608,25031,Bore Well,Virudhunagar,Aruppukottai,Aruppukottai,Amanakkunatham,9.455555556,78.05416667,02-01-1999,12,44,55,51,70,177,48,0,244,,7.6,1040,335,Pre monsoon,Vaippar, Sinkottaiyar
15609,25026,Bore Well,Virudhunagar,Virudhunagar,Virudhunagar,Pattampudur,9.494444444,77.93888889,02-02-1999,,20,19,12,2,21,10,0,140,,7.9,300,130,Pre monsoon,Vaippar, Kousiganadhi
15610,25027,Bore Well,Virudhunagar,Sattur,Vembakottai,Duraisamypuram,9.436111111,77.71944444,02-02-1999,2,24,34,23,5,67,23,0,153,,7.6,450,200,Pre monsoon,Vaippar, Kayalkudiyar
15611,25028,Bore Well,Virudhunagar,Sattur,Vembakottai,Gananjampatty,9.372222222,77.77916667,02-03-1999,3,112,44,69,11,163,130,0,299,,7.3,1200,460,Pre monsoon,Vaippar, Vaippar
15612,25029,Bore Well,Virudhunagar,Sattur,Sivakasi,Mangalam,9.570833333,77.75694444,02-04-1999,3,216,297,156,11,1134,245,0,293,,7.2,4100,1760,Pre monsoon,Vaippar, Arjunanadhi
15613,63321,,Coimbatore,Coimbatore North,Annur,Karianur,11.32638889,77.06527778,01-01-1999,11,56,100,219,20,340,384,24,122,,8.6,2050,550,Pre monsoon,Cauvery, UpperBhavani
15614,63328,,Coimbatore,Coimbatore North,Annur,Kottai Kattupalayam,11.33472222,77.22916667,01-01-1999,42,152,156,113,27,546,240,0,159,,8.2,2620,1020,Pre monsoon,Cauvery, Lower Bhavani
15615,63614,,Coimbatore,Coimbatore South,Madukkarai,Pichanur,10.25416667,76.88194444,01-01-1999,,54,46,179,55,326,144,42,140,,8.4,1550,325,Pre monsoon,PAP, Walayar
15616,63320,,Coimbatore,Mettupalayam,Karamadai,Pongalur,11.25694444,77.0375,01-01-1999,11,112,170,508,74,1049,480,24,159,,8.4,4350,980,Pre monsoon,Cauvery, UpperBhavani
15617,63318,,Coimbatore,Mettupalayam,Karamadai,Theram Palayam,11.27083333,76.99444444,01-01-1999,6,40,105,228,16,440,240,24,159,,8.5,1960,530,Pre monsoon,Cauvery, UpperBhavani
15618,63306,,Coimbatore,Mettupalayam,Karamadai,Tholampalayam,11.17777778,76.83055556,01-01-1999,28,10,66,276,39,234,144,96,275,,9.1,1750,295,Pre monsoon,Cauvery, UpperBhavani
15619,63319,,Coimbatore,Mettupalayam,Karamadai,Sirumugai,11.33194444,77.00833333,01-01-1999,18,64,185,248,16,510,432,0,311,,8.2,2900,920,Pre monsoon,Cauvery, UpperBhavani
15620,63714,,Coimbatore,Pollachi,Anamalai,Kottur,10.54166667,76.9875,01-01-1999,28,72,44,166,102,199,96,96,281,,8.8,1640,360,Pre monsoon,PAP, Palar
15621,63703,,Coimbatore,Pollachi,Kinathukadavu,Kattampatti,10.80833333,77.14444444,01-01-1999,,0,0,0,0,0,0,0,0,,8.9,2380,0,Pre monsoon,PAP, Walayar
15622,63702,,Coimbatore,Pollachi,Kinathukadavu,Andipalayam,10.8,77.10416667,01-01-1999,,34,35,28,8,96,10,90,31,,8.9,550,230,Pre monsoon,PAP, Walayar
15623,63719,,Coimbatore,Pollachi,Kinathukadavu,Kinathukadavu,10.81666667,77.01666667,01-01-1999,14,46,35,129,23,245,72,18,92,,8.5,1130,260,Pre monsoon,PAP, Walayar
15624,63705,,Coimbatore,Pollachi,Pollachi North,Poosaripatti,10.67083333,77.11666667,01-01-1999,,0,0,0,0,0,0,0,0,,8,2590,0,Pre monsoon,PAP, Walayar
15625,63718,,Coimbatore,Pollachi,Pollachi North,Puravaipalayam,10.72916667,76.94861111,01-01-1999,28,40,71,283,149,454,288,60,85,,8.7,2370,390,Pre monsoon,PAP, Walayar
15626,63717,,Coimbatore,Pollachi,Pollachi north,Gopalapuram,10.69166667,76.87916667,01-01-1999,28,54,57,133,12,262,72,0,92,,7.3,1170,370,Pre monsoon,PAP, Aliyar
15627,63716,,Coimbatore,Pollachi,Pollachi north,Ponnayur,10.675,76.9375,01-01-1999,28,60,55,159,12,287,72,30,153,,8.5,1230,375,Pre monsoon,PAP, Aliyar
15628,63710,,Coimbatore,Pollachi,Pollachi South,Ambrampalayam,10.62916667,76.88333333,01-01-1999,,18,11,0,4,18,10,6,67,,8.5,170,90,Pre monsoon,PAP, Aliyar
15629,63402,,Coimbatore,Sulur,Sultanpet,Vadavalli,10.88055556,77.15138889,01-01-1999,3,60,97,189,27,248,461,24,153,,8.6,1950,550,Pre monsoon,Cauvery, Amaravathi
15630,53048,,Dharmapuri,Dharmapuri,Dharmapuri,Kumarasamypettai,12.13694444,78.15277778,01-01-1999,18,52,84,170,4,220,240,0,287,,8.2,1680,475,Pre monsoon,Pennaiyar, Kambainallur
15631,53003,,Dharmapuri,Dharmapuri,Nallampalli,Thoppur,11.93333333,78.06666667,01-01-1999,7,56,140,147,8,326,144,0,470,,8.1,2100,715,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15632,53009,,Dharmapuri,Dharmapuri,Nallampalli,B.S. Agraharam,12.14388889,78.045,01-01-1999,21,24,124,85,117,284,168,0,323,,8.2,1790,570,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15633,53057,,Dharmapuri,Harur,Harur,Sittiling,11.9,78.63333333,01-01-1999,3,10,57,145,4,57,43,60,433,,8.9,1100,260,Pre monsoon,Pennaiyar, Kottapattikallar
15634,53061,,Dharmapuri,Harur,Harur,Chettipatti,11.98333333,78.45,01-01-1999,15,36,94,138,8,326,96,0,220,,7.6,1670,475,Pre monsoon,Pennaiyar, Vaniyar
15635,53005,,Dharmapuri,Harur,Harur,Mullaivanam,12.1,78.63333333,01-01-1999,3,22,66,7,4,89,34,0,220,,7.8,660,325,Pre monsoon,Pennaiyar, Pambar to Thirukovilur
15636,53034,,Dharmapuri,Harur,Harur,Harur,12.0625,78.46777778,01-01-1999,1,24,50,87,8,113,29,0,342,,8.3,880,265,Pre monsoon,Pennaiyar, Vaniyar
15637,53033,,Dharmapuri,Harur,Harur,Kottapatti,11.98333333,78.68333333,01-01-1999,11,74,55,67,47,131,72,24,348,,8.4,1180,410,Pre monsoon,Pennaiyar, Kottapattikallar
15638,53006,,Dharmapuri,Harur,Harur,K.Vetrapatti,12.11666667,78.48472222,01-01-1999,1,28,32,25,4,46,24,18,171,,8.1,490,200,Pre monsoon,Pennaiyar, Vaniyar
15639,53059,,Dharmapuri,Harur,Morappur,Sunkarahalli,12.05,78.26666667,01-01-1999,28,40,182,237,8,496,168,0,531,,7.9,2800,850,Pre monsoon,Pennaiyar, Vaniyar
15640,53062,,Dharmapuri,Harur,Morappur,Beddur,12.06666667,78.41666667,01-01-1999,3,34,56,30,4,113,19,0,244,,8.2,720,315,Pre monsoon,Pennaiyar, Vaniyar
15641,53037,,Dharmapuri,Harur,Morappur,Kambainallur,12.2,78.31666667,01-01-1999,3,24,50,143,4,213,48,18,250,,8.3,1040,265,Pre monsoon,Pennaiyar, Kambainallur
15642,53007,,Dharmapuri,Harur,Morappur,Gopinathampatti,12.13333333,78.35,01-01-1999,7,72,50,62,8,128,48,0,329,,8.4,1050,360,Pre monsoon,Pennaiyar, Krishnagiri to Pambar
15643,53002,,Dharmapuri,Harur,Pappireddipatti,Menasi,11.96666667,78.33333333,01-01-1999,3,46,41,51,0,160,24,0,177,,8.4,750,285,Pre monsoon,Pennaiyar, Vaniyar
15644,53001,,Dharmapuri,Harur,Pappireddipatti,Kombur,11.81666667,78.33333333,01-01-1999,1,24,16,25,4,32,24,24,92,,8.1,370,125,Pre monsoon,Pennaiyar, Vaniyar
15645,53049,,Dharmapuri,Palacode,Karimangalam,Pulikarai,12.22916667,78.11111111,01-01-1999,1,22,80,140,8,277,10,24,317,,8.8,1470,385,Pre monsoon,Pennaiyar, Kambainallur
15646,53056,,Dharmapuri,Palacode,Palacode,Sengodipatti,12.33111111,78.03194444,01-01-1999,4,20,60,168,12,103,38,30,525,,8.5,1340,295,Pre monsoon,Pennaiyar, Kambainallur
15647,53014,,Dharmapuri,Palacode,Palacode,Periyampatti,12.25,78.18333333,01-01-1999,,20,36,138,4,71,24,60,366,,8.7,980,200,Pre monsoon,Pennaiyar, Kambainallur
15648,53058A,,Dharmapuri,Pappireddipatti,Pappireddipatti,Salur,11.93333333,78.43333333,01-01-1999,7,14,32,223,12,67,96,24,512,,8.4,1230,165,Pre monsoon,Pennaiyar, Vaniyar
15649,53032,,Dharmapuri,Pappireddipatti,Pappireddipatti,Bommidi,11.98333333,78.84166667,01-01-1999,3,74,43,35,8,71,24,24,342,,8.3,850,360,Pre monsoon,Pennaiyar, Musukundanadhi
15650,53063,,Dharmapuri,Uthangarai,Uthangarai,Pavakkal,12.2,78.58333333,01-01-1999,7,62,66,51,12,206,53,36,153,,8.4,1020,425,Pre monsoon,Pennaiyar, Pambar
15651,53064,,Dharmapuri,Uthangarai,Uthangarai,Kallavi,12.25277778,78.44166667,01-01-1999,11,50,52,71,4,145,48,30,201,,8.5,980,340,Pre monsoon,Pennaiyar, Krishnagiri to Pambar
15652,53065,,Dharmapuri,Uthangarai,Uthangarai,Kunnathur,12.35,78.51666667,01-01-1999,14,32,81,136,12,156,34,36,445,,8.4,1480,415,Pre monsoon,Pennaiyar, Pambar
15653,53024,,Krishnagiri,Denkanikottai,Kelamangalam,Anusonai,12.56666667,77.9,01-01-1999,4,40,26,94,16,46,62,18,317,,8.5,860,205,Pre monsoon,Cauvery, Chinnar
15654,53026,,Krishnagiri,Denkanikottai,Thalli,Thalli,12.58333333,77.66666667,01-01-1999,3,32,102,97,35,358,72,0,207,,8.1,1450,500,Pre monsoon,Cauvery, Chinnar
15655,53041,,Krishnagiri,Denkanikottai,Thalli,Andevanapalli,12.47833333,77.77722222,01-01-1999,4,60,61,207,27,191,120,54,476,,8.5,1700,400,Pre monsoon,Cauvery, Dodda Halla
15656,53025,,Krishnagiri,Denkanikottai,Thalli,Anniyalam,12.5,77.76666667,01-01-1999,4,296,156,520,63,1489,384,0,104,,7.8,4830,1380,Pre monsoon,Cauvery, Dodda Halla
15657,53030,,Krishnagiri,Hosur,Hosur,Bagalur,12.83333333,77.86666667,01-01-1999,1,44,83,202,23,6,316,72,488,,8.2,1880,450,Pre monsoon,Pennaiyar, Upto Krishnagiri Reservoir
15658,53029,,Krishnagiri,Hosur,Hosur,Perandapalli,12.71666667,77.88333333,01-01-1999,1,136,51,85,20,404,96,0,110,,8,1470,550,Pre monsoon,Pennaiyar, Upto Krishnagiri Reservoir
15659,53028,,Krishnagiri,Hosur,Shoolagiri,Sundagiri,12.65,78.05,01-01-1999,3,42,38,16,4,43,24,0,262,,8.1,540,260,Pre monsoon,Pennaiyar, Chinnar - East
15660,53044,,Krishnagiri,Hosur,Shoolagiri,Shoolagiri,12.64861111,78.01666667,01-01-1999,3,14,26,48,4,43,19,24,159,,8.6,450,140,Pre monsoon,Pennaiyar, Chinnar - East
15661,53070,,Krishnagiri,Krishnagiri,Bargur,Gollanagamangalam,12.51666667,78.33333333,01-01-1999,14,34,7,186,16,316,67,18,317,,8.5,1680,425,Pre monsoon,Pennaiyar, Pambar
15662,53068,,Krishnagiri,Krishnagiri,Kaveripattinam,Sappanipatti,12.34444444,78.21666667,01-01-1999,6,20,57,7,4,113,43,0,98,,8.2,620,285,Pre monsoon,Pennaiyar, Krishnagiri to Pambar
15663,53067,,Krishnagiri,Krishnagiri,Kaveripattinam,Agaram,12.33333333,78.28333333,01-01-1999,6,18,45,186,12,181,67,24,386,,8.5,1280,230,Pre monsoon,Pennaiyar, Krishnagiri to Pambar
15664,53066,,Krishnagiri,Krishnagiri,Kaveripattinam,Doddakaradiyur,12.33888889,78.325,01-01-1999,6,26,28,58,4,113,29,18,128,,8.4,640,180,Pre monsoon,Pennaiyar, Krishnagiri to Pambar
15665,53072,,Krishnagiri,Krishnagiri,Krishnagiri,Bellarampalli,12.50416667,78.15555556,01-01-1999,7,84,71,120,16,347,96,0,207,,7.9,1530,500,Pre monsoon,Pennaiyar, Upto Krishnagiri Reservoir
15666,53071,,Krishnagiri,Krishnagiri,Krishnagiri,Chinnamuthur,12.45833333,78.21666667,01-01-1999,39,100,46,350,31,156,154,30,824,,8.7,2450,440,Pre monsoon,Pennaiyar, Krishnagiri to Pambar
15667,53012,,Krishnagiri,Uthangarai,Mathur,Uthangarai,12.21666667,78.51666667,01-01-1999,20,52,94,168,12,326,82,0,354,,8.1,1730,515,Pre monsoon,Pennaiyar, Krishnagiri to Pambar
15668,53039,,Krishnagiri,Uthangarai,Mathur,Sonarahalli,12.36666667,78.40833333,01-01-1999,22,46,66,191,16,312,82,0,275,,8.1,1510,385,Pre monsoon,Pennaiyar, Pambar
15669,53606,,Namakkal,Namakkal,Erumaipatti,Muthugapatti,11.24444444,78.23333333,01-01-1999,4,48,131,288,,567,888,48,177,,8.4,2650,660,Pre monsoon,Cauvery, Karaipottanar
15670,53620,,Namakkal,Namakkal,Kabilarmalai,Kabilarmalai,11.14444444,78.94583333,01-01-1999,4,48,47,168,,241,288,0,67,,8.1,1350,315,Pre monsoon,Cauvery, Marudaiyar
15671,53616A,,Namakkal,Namakkal,Mohanur,Palapatty,11.08833333,78.07638889,01-01-1999,4,44,68,359,,496,144,0,439,,8.1,2400,390,Pre monsoon,Cauvery, Tirumanimuttar
15672,53615,,Namakkal,Namakkal,Namakkal,Ernapuram,11.24305556,78.09861111,01-01-1999,4,80,131,568,,851,144,0,130,,8.2,3950,740,Pre monsoon,Cauvery, Tirumanimuttar
15673,53617,,Namakkal,Namakkal,Paramathi,Velur,11.10972222,78.01111111,01-01-1999,1,20,36,60,,89,24,6,220,,8.4,680,200,Pre monsoon,Cauvery, Tirumanimuttar
15674,53612,,Namakkal,Namakkal,Puduchatram,Manoochavadi,11.41111111,78.1625,01-01-1999,4,46,46,76,,128,48,12,225,,8.3,970,305,Pre monsoon,Cauvery, Tirumanimuttar
15675,53603,,Namakkal,Namakkal,Sendamangalam,Kalkurichi,11.40555556,78.26111111,01-01-1999,4,144,238,7,,603,216,0,348,,8,2720,1340,Pre monsoon,Cauvery, Tirumanimuttar
15676,53851,,Namakkal,Rasipuram,Namagiripettai,Thimmanaickenpatti,11.58888889,77.44666667,01-01-1999,4,36,16,138,,177,48,60,92,,8.4,880,155,Pre monsoon,Cauvery, Lower Bhavani
15677,53852,,Namakkal,Rasipuram,Namagiripettai,Malayalapatti,11.54166667,78.32361111,01-01-1999,7,56,75,173,,131,48,60,610,,8.8,1680,450,Pre monsoon,Vellar, Upper Vellar
15678,53853,,Namakkal,Rasipuram,Namagiripettai,Ayilpatti,11.54444444,77.35277778,01-01-1999,4,60,61,115,,291,72,12,159,,8.3,1280,400,Pre monsoon,Cauvery, Lower Bhavani
15679,53854,,Namakkal,Rasipuram,Namagiripettai,Pudupatti,11.49305556,78.275,01-01-1999,42,48,92,271,,546,48,18,122,,8.5,2240,500,Pre monsoon,Cauvery, Tirumanimuttar
15680,53859,,Namakkal,Rasipuram,Rasipuram,Pillanallur,11.42777778,78.13194444,01-01-1999,42,256,146,524,,1205,528,0,73,,8.1,4610,1240,Pre monsoon,Cauvery, Tirumanimuttar
15681,53856,,Namakkal,Rasipuram,Rasipuram,Rasipuram,11.45833333,78.19166667,01-01-1999,28,168,238,156,,993,192,0,159,,8,3410,1400,Pre monsoon,Cauvery, Tirumanimuttar
15682,53858,,Namakkal,Rasipuram,Rasipuram,Singalandapuram,11.41805556,78.22444444,01-01-1999,42,72,287,497,,1290,360,0,226,,8.2,5040,1360,Pre monsoon,Cauvery, Tirumanimuttar
15683,53862,,Namakkal,Rasipuram,Vennandur,Vennandur,11.51166667,78.09583333,01-01-1999,42,100,109,276,,454,288,0,336,,8.1,2550,700,Pre monsoon,Cauvery, Tirumanimuttar
15684,53861,,Namakkal,Rasipuram,Vennandur,Sowdapuram,11.475,78.08888889,01-01-1999,4,168,204,331,,1007,432,0,226,,7.9,3940,1260,Pre monsoon,Cauvery, Tirumanimuttar
15685,53860,,Namakkal,Rasipuram,Vennandur,Ayeepalayam,11.50833333,78.14583333,01-01-1999,42,240,146,391,,908,576,0,128,,8,4160,1200,Pre monsoon,Cauvery, Tirumanimuttar
15686,53857,,Namakkal,Rasipuram,Vennandur,Pallavanaickanpattimettur,11.53888889,78.16666667,01-01-1999,28,64,105,421,,617,288,0,378,,7.9,2900,590,Pre monsoon,Cauvery, Tirumanimuttar
15687,53904,,Namakkal,Thiruchengodu,Elachipalayam,Sanarpalayam,11.32638889,78.04305556,01-01-1999,1,56,151,644,,1106,384,24,372,,8.5,3920,760,Pre monsoon,Cauvery, Tirumanimuttar
15688,53910,,Namakkal,Thiruchengodu,Elachipalayam,Unjanai,11.33611111,77.96666667,01-01-1999,,16,46,92,,121,14,42,244,,8.8,840,230,Pre monsoon,Cauvery, Tirumanimuttar
15689,53908,,Namakkal,Thiruchengodu,Elachipalayam,Morepalayam,11.47777778,77.87361111,01-01-1999,18,200,83,173,,865,278,0,92,,8.1,3640,840,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
15690,53905,,Namakkal,Thiruchengodu,Elachipalayam,Elachipalayam,11.38611111,78.01111111,01-01-1999,18,48,165,656,,1205,336,30,232,,8.6,4230,800,Pre monsoon,Cauvery, Tirumanimuttar
