OBJECTID_12,WellNo,WellType,District,taluk,Block,Village,Latitude,Longitude,Date,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH,EC,TH,Season,Basin,SubBasin
5242,63935,,Nilgiris,Kothagiri,Kothagiri,Aravenu,11.40277778,76.87361111,01-01-1982,,62,13,67,0,92,0,0,171,,,710,210,Pre monsoon,Cauvery, UpperBhavani
5243,63902,,Nilgiris,Udagamandalam,Udagamandalam,Ooty (Near Lake),11.40694444,76.69027778,01-01-1982,,78,11,48,0,57,0,0,256,,,690,240,Pre monsoon,Cauvery, Moyar
5244,63904,,Nilgiris,Udagamandalam,Udagamandalam,Indu Nagar,11.41944444,76.67083333,01-01-1982,,62,7,5,0,25,0,0,214,,,390,185,Pre monsoon,Cauvery, Moyar
5245,63901,,Nilgiris,Udagamandalam,Udagamandalam,Thalayattumandu,11.39722222,76.72083333,01-01-1982,,40,4,9,0,21,0,0,116,,,270,115,Pre monsoon,Cauvery, UpperBhavani
5246,63907,,Nilgiris,Udagamandalam,Udagamandalam,Iduhatti,11.46388889,76.775,01-01-1982,,26,10,2,0,14,0,0,98,,,220,105,Pre monsoon,Cauvery, Moyar
5247,53559A,,Salem,Attur,Athur,Manjani,11.55805556,78.63277778,01-01-1982,,94,97,161,0,248,0,0,140,,,1970,635,Pre monsoon,Vellar, Upper Vellar
5248,53561,,Salem,Attur,Athur,Attur,11.59861111,78.6,01-01-1982,,336,165,662,0,1234,0,0,256,,,5920,1520,Pre monsoon,Vellar, Upper Vellar
5249,53560,,Salem,Attur,Gangavalli,Gangavalli,11.49722222,78.64583333,01-01-1982,,112,23,104,0,248,0,0,104,,,1200,375,Pre monsoon,Vellar, Swethanadhi
5250,53566A,,Salem,Attur,Gangavalli,Sendarappatti,11.45416667,78.525,01-01-1982,,360,122,628,0,1035,0,0,384,,,5530,1400,Pre monsoon,Vellar, Swethanadhi
5251,53562,,Salem,Attur,Peddanaickanpalyam,Peddanaikanpalayam,11.64861111,78.51111111,01-01-1982,,116,83,497,0,837,0,0,153,,,3420,630,Pre monsoon,Vellar, Upper Vellar
5252,53556,,Salem,Attur,Thalaivasal,Veeraganur,11.47361111,78.74027778,01-01-1982,,108,95,527,0,638,0,0,311,,,3610,660,Pre monsoon,Vellar, Swethanadhi
5253,53553A,,Salem,Attur,Thalaivasal,Thalaivasal,11.58333333,78.75833333,01-01-1982,,26,22,74,0,60,0,48,171,,,630,155,Pre monsoon,Vellar, Upper Vellar
5254,53658A,,Salem,Mettur,Nangavalli,Kunjandiyur,11.80972222,77.85833333,01-01-1982,,102,63,85,0,170,0,0,317,,,1400,515,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5255,53702,,Salem,Omalur,Kadayampatti,Danishpet,11.87083333,78.13472222,01-01-1982,,34,43,64,0,36,0,24,287,,,800,260,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5256,53707,,Salem,Omalur,Omalur,Muthunaickanpatti,11.7125,78.03611111,01-01-1982,,28,95,311,0,330,0,90,445,,,2270,460,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5257,53706,,Salem,Omalur,Omalur,Karuppur,11.72222222,78.08888889,01-01-1982,,16,184,30,0,142,0,72,665,,,1720,795,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5258,53506A,,Salem,Salem,Panamarathupatti,Nalikkalpatty,11.60138889,78.12777778,01-01-1982,,76,107,483,0,822,0,60,528,,,3360,630,Pre monsoon,Cauvery, Tirumanimuttar
5259,53508,,Salem,Salem,Panamarathupatti,Kamalapatty,11.58888889,78.29166667,01-01-1982,,130,37,147,0,163,0,66,342,,,1590,475,Pre monsoon,Vellar, Upper Vellar
5260,53518A,,Salem,Salem,Salem,Suramangalam,11.675,78.12361111,01-01-1982,,66,100,161,0,333,0,42,268,,,1850,575,Pre monsoon,Cauvery, Tirumanimuttar
5261,53509,,Salem,Salem,Valappadi,Vepilaipatty,11.58055556,78.35277778,01-01-1982,,92,118,120,0,284,0,0,488,,,1950,715,Pre monsoon,Vellar, Upper Vellar
5262,53501,,Salem,Salem,Veerapandi,Elampillai,11.60416667,78.01111111,01-01-1982,,124,148,152,0,482,0,0,244,,,2500,920,Pre monsoon,Cauvery, Tirumanimuttar
5263,53751,,Salem,Yercaud,Yercaud,Yercaud,11.76388889,77.24305556,01-01-1982,,36,6,21,0,39,0,0,104,,,320,115,Pre monsoon,Cauvery, Palar Dodda Halla
5264,63324,,Tiruppur,Avinashi,Avinashi,Tundarkarampalayam,11.275,77.20555556,01-01-1982,,36,17,2,0,18,0,0,183,,,330,160,Pre monsoon,Cauvery, Noyel
5265,63501,,Tiruppur,Dharapuram,Dharapuram,Munduvelampatty,10.70833333,77.32777778,01-01-1982,,30,60,216,0,277,0,30,110,,,1580,320,Pre monsoon,Cauvery, Amaravathi
5266,63505,,Tiruppur,Dharapuram,Dharapuram,Dalavaypattinam,10.67361111,77.48333333,01-01-1982,,296,131,216,0,851,0,0,67,,,3500,1280,Pre monsoon,Cauvery, Amaravathi
5267,63502,,Tiruppur,Dharapuram,Dharapuram,Dasarapatty,10.68055556,77.35972222,01-01-1982,,32,15,53,0,57,0,0,104,,,510,140,Pre monsoon,Cauvery, Amaravathi
5268,63508,,Tiruppur,Dharapuram,Dharapuram,Koneripatti,10.70416667,77.6,01-01-1982,,208,199,338,0,1149,0,0,220,,,4150,1340,Pre monsoon,Cauvery, Amaravathi
5269,63506,,Tiruppur,Dharapuram,Dharapuram,Dharapuram,10.76527778,77.525,01-01-1982,,92,100,225,0,340,0,0,384,,,2260,640,Pre monsoon,Cauvery, Amaravathi
5270,63511,,Tiruppur,Dharapuram,Dharapuram,Marudur,10.76388889,77.37638889,01-01-1982,,100,71,131,0,266,0,0,342,,,1650,540,Pre monsoon,Cauvery, Amaravathi
5271,63530,,Tiruppur,Dharapuram,Kundadam,Kundadam,10.84583333,77.44583333,01-01-1982,,136,146,42,0,620,0,0,674,,,3600,940,Pre monsoon,Cauvery, Amaravathi
5272,63533,,Tiruppur,Dharapuram,Kundadam,Sinukinari,10.83888889,77.55138889,01-01-1982,,78,82,182,0,291,0,0,382,,,1850,530,Pre monsoon,Cauvery, Amaravathi
5273,63531,,Tiruppur,Dharapuram,Kundadam,Dayampalayam,10.88333333,77.65972222,01-01-1982,,22,52,140,0,156,0,66,201,,,1150,270,Pre monsoon,Cauvery, Amaravathi
5274,63528,,Tiruppur,Dharapuram,Kundadam,Karilingampalayam,10.84166667,77.30555556,01-01-1982,,34,20,99,0,64,0,0,268,,,760,165,Pre monsoon,Cauvery, Amaravathi
5275,63534,,Tiruppur,Dharapuram,Kundadam,Anaipudur,10.875,77.59861111,01-01-1982,,22,52,221,0,106,0,84,262,,,1500,270,Pre monsoon,Cauvery, Amaravathi
5276,63512,,Tiruppur,Dharapuram,Kundadam,Sadayapalayam,10.80416667,77.37777778,01-01-1982,,22,46,94,0,85,0,54,183,,,900,245,Pre monsoon,Cauvery, Amaravathi
5277,63532,,Tiruppur,Dharapuram,Kundadam,Uthiyur,10.89444444,77.52777778,01-01-1982,,20,33,92,0,78,0,36,226,,,770,185,Pre monsoon,Cauvery, Amaravathi
5278,63527,,Tiruppur,Dharapuram,Mulanur,Malamedu,10.79027778,77.87083333,01-01-1982,,36,79,258,0,305,0,30,214,,,1950,415,Pre monsoon,Cauvery, Amaravathi
5279,63526,,Tiruppur,Dharapuram,Mulanur,Nanjaikalipalayam,10.83333333,77.83333333,01-01-1982,,44,95,278,0,379,0,0,146,,,2200,500,Pre monsoon,Cauvery, Amaravathi
5280,63525,,Tiruppur,Dharapuram,Mulanur,Kannivadi,10.81111111,77.78333333,01-01-1982,,36,79,258,0,67,0,30,214,,,1950,415,Pre monsoon,Cauvery, Amaravathi
5281,63509,,Tiruppur,Dharapuram,Mulanur,Ponnivadi,10.69861111,77.64583333,01-01-1982,,80,23,191,0,177,0,0,342,,,1420,295,Pre monsoon,Cauvery, Amaravathi
5282,63522,,Tiruppur,Dharapuram,Mulanur,Mulanur,10.79444444,77.70694444,01-01-1982,,66,61,143,0,220,0,0,165,,,1450,415,Pre monsoon,Cauvery, Amaravathi
5283,63537,,Tiruppur,Kangeyam,Vellakkoil,Muthunaickken Valasu,10.90277778,77.74305556,01-01-1982,,280,279,920,0,1773,0,84,275,,,7700,1845,Pre monsoon,Cauvery, Amaravathi
5284,63538,,Tiruppur,Kangeyam,Vellakkoil,Punjathalaiyur,10.85555556,77.80833333,01-01-1982,,90,30,58,0,71,0,0,348,,,950,350,Pre monsoon,Cauvery, Amaravathi
5285,63542,,Tiruppur,Kangeyam,Vellakkoil,Vellakoil,10.94444444,77.71527778,01-01-1982,,240,328,782,0,1735,0,30,128,,,7300,1950,Pre monsoon,Cauvery, Amaravathi
5286,63535,,Tiruppur,Kangeyam,Vellakkoil,Andipalayam,10.86666667,77.65,01-01-1982,,22,52,221,0,106,0,84,262,,,1500,270,Pre monsoon,Cauvery, Amaravathi
5287,63821,,Tiruppur,Madathukulam,Madathukulam,Palappampatty,10.57722222,77.30222222,01-01-1982,,20,20,97,0,57,0,30,146,,,680,130,Pre monsoon,Cauvery, Amaravathi
5288,63819,,Tiruppur,Madathukulam,Madathukulam,Karatholuvu,10.62222222,77.37583333,01-01-1982,,16,21,288,0,74,0,84,482,,,1500,125,Pre monsoon,Cauvery, Amaravathi
5289,63405,,Tiruppur,Tiruppur,Pongalur,Vavipalayam,10.87222222,77.28472222,01-01-1982,,24,37,175,0,138,0,36,195,,,1180,210,Pre monsoon,Cauvery, Amaravathi
5290,63416,,Tiruppur,Tiruppur,Pongalur,Thutheripalayam,10.93611111,77.33888889,01-01-1982,,108,112,216,0,291,0,0,445,,,2400,730,Pre monsoon,Cauvery, Amaravathi
5291,63417,,Tiruppur,Tiruppur,Pongalur,Pongalur,10.975,77.36388889,01-01-1982,,24,7,16,0,11,0,0,122,,,250,90,Pre monsoon,Cauvery, Amaravathi
5292,63805,,Tiruppur,Udumalaipettai,Gudimangalam,Ponneri,10.64027778,77.26805556,01-01-1982,,98,37,198,0,379,0,0,122,,,1650,395,Pre monsoon,Cauvery, Amaravathi
5293,63801,,Tiruppur,Udumalaipettai,Gudimangalam,Ramachandrapuram,10.725,77.17638889,01-01-1982,,26,15,120,0,82,0,30,116,,,770,125,Pre monsoon,Cauvery, Amaravathi
5294,63803,,Tiruppur,Udumalaipettai,Gudimangalam,Velayuthagoundampudur,10.7375,77.27777778,01-01-1982,,28,28,115,0,121,0,24,134,,,870,185,Pre monsoon,Cauvery, Amaravathi
5295,63810,,Tiruppur,Udumalaipettai,Udumalaipettai,Chinnapoolankinar,10.58888889,77.20416667,01-01-1982,,340,279,690,0,1381,0,0,104,,,7000,1995,Pre monsoon,Cauvery, Amaravathi
5296,63816,,Tiruppur,Udumalaipettai,Udumalaipettai,Perisanampatti,10.5,77.29027778,01-01-1982,,56,9,39,0,21,0,42,165,,,520,175,Pre monsoon,Cauvery, Amaravathi
5297,63808,,Tiruppur,Udumalaipettai,Udumalaipettai,Devanampudur,10.55,77.09305556,01-01-1982,,184,97,524,0,695,0,0,287,,,4000,860,Pre monsoon,PAP, Palar
5298,63811,,Tiruppur,Udumalaipettai,Udumalaipettai,Udumalpet,10.57361111,77.24027778,01-01-1982,,22,33,419,0,305,0,60,238,,,2200,190,Pre monsoon,Cauvery, Amaravathi
5299,63813,,Tiruppur,Udumalaipettai,Udumalaipettai,Dhali,10.50833333,77.19305556,01-01-1982,,240,207,897,0,1773,0,24,79,,,6800,1450,Pre monsoon,Cauvery, Amaravathi
5300,63812,,Tiruppur,Udumalaipettai,Udumalaipettai,Pallapalayam,10.52083333,77.21666667,01-01-1982,,30,11,198,0,145,0,66,256,,,1100,120,Pre monsoon,Cauvery, Amaravathi
5301,43034,Dug Well,Pudukkottai,Kulathur,Kunnandarkoil,Keeranur,10.57083333,78.79166667,01-01-1983,,74,15,113,0,103,0,0,317,,,980,245,Pre monsoon,Agniyar, Agniyar
5302,43045,Dug Well,Pudukkottai,Aranthangi,Aranthangi,Nagaram,10.17222222,79,01-01-1983,,320,92,883,0,1616,0,0,165,,,6200,1180,Pre monsoon,Agniyar, South Vellar
5303,43078,Dug Well,Pudukkottai,Pudukkottai,Pudukkottai,Adanakkottai,10.51944444,78.95833333,01-01-1983,,32,2,5,0,18,0,0,116,,,200,90,Pre monsoon,Agniyar, Agniyar
5304,43079,Dug Well,Pudukkottai,Pudukkottai,Pudukkottai,Ganapathipuram,10.53,79.02222222,01-01-1983,,44,9,64,0,89,0,0,128,,,570,145,Pre monsoon,Agniyar, Agniyar
5305,43081,Dug Well,Pudukkottai,Pudukkottai,Pudukkottai,Vellayakkonpatti,10.41944444,78.86944444,01-01-1983,,48,39,147,0,124,0,0,531,,,1200,280,Pre monsoon,Agniyar, Agniyar
5306,43082,Dug Well,Pudukkottai,Pudukkottai,Pudukkottai,Semmattividudi,10.43,78.97222222,01-01-1983,,40,2,23,0,32,0,0,116,,,320,110,Pre monsoon,Agniyar, Agniyar
5307,43086,Dug Well,Pudukkottai,Aranthangi,Aranthangi,Nagudi,10.15305556,79.10972222,01-01-1983,,580,583,529,0,3332,0,0,287,,,10000,3845,Pre monsoon,Agniyar, Ambuliyar
5308,43089,Dug Well,Pudukkottai,Avudayarkoil,Avudayarkoil,Avudayarkoil,10.06666667,79.04166667,01-01-1983,,104,6,214,0,241,0,0,403,,,1500,285,Pre monsoon,Pambar Kottakaraiyar, Pambar
5309,43090,Dug Well,Pudukkottai,Avudayarkoil,Avudayarkoil,Okkur,10.03333333,79.01666667,01-01-1983,,76,5,386,0,369,0,0,439,,,2100,210,Pre monsoon,Pambar Kottakaraiyar, Pambar
5310,73002,Dug Well,Perambalur,Veppanthattai,Veppanthattai,Pasumbalur,11.425,78.89166667,01-01-1983,,148,97,428,0,567,0,0,384,,,3400,770,Pre monsoon,Vellar, Upper Vellar
5311,73006,Dug Well,Perambalur,Veppanthattai,Veppanthattai,Vengalam,11.34166667,78.78333333,01-01-1983,,76,61,97,0,163,0,0,482,,,1300,440,Pre monsoon,Vellar, Swethanadhi
5312,73008,Dug Well,Perambalur,Veppanthattai,Veppanthattai,Eraiyoor,11.35833333,78.98333333,01-01-1983,,92,74,76,0,202,0,0,342,,,1300,535,Pre monsoon,Vellar, Chinnar
5313,73010,Dug Well,Perambalur,Kunnam,Veppur,Viramanallur,11.34166667,79.1375,01-01-1983,,50,27,145,0,124,0,0,390,,,1100,235,Pre monsoon,Vellar, Chinnar
5314,73013,Dug Well,Ariyalur,Udayarpalayam,Andimadam,Varadharajanpettai,11.34583333,79.42083333,01-01-1983,,74,7,58,0,142,0,0,159,,,680,215,Pre monsoon,Vellar, Lower Vellar
5315,73014,Dug Well,Thiruchirapalli,Turaiyur,Uppliyapuram,Kallatukombai,11.27222222,78.44583333,01-01-1983,,24,6,14,0,14,0,0,128,,,230,85,Pre monsoon,Cauvery, Ayiaar
5316,73016,Dug Well,Perambalur,Perambalur,Perambalur,Tiruppayyarnattam,11.25833333,78.80138889,01-01-1983,,134,39,106,0,184,0,0,311,,,1450,495,Pre monsoon,Vellar, Chinnar
5317,73017,Dug Well,Perambalur,Perambalur,Perambalur,Elambalur,11.26678497,78.88333333,01-01-1983,,216,37,304,0,439,0,0,372,,,2700,690,Pre monsoon,Vellar, Chinnar
5318,73018,Dug Well,Perambalur,Kunnam,Veppur,Chittali,11.25695102,78.97916667,01-01-1983,,132,47,242,0,280,0,0,500,,,2100,525,Pre monsoon,Vellar, Chinnar
5319,73019,Dug Well,Perambalur,Kunnam,Veppur,Puduvettakudi,11.26221075,79.08333333,01-01-1983,,110,74,182,0,294,0,0,482,,,1950,580,Pre monsoon,Vellar, Anaivari Odai
5320,73020,Dug Well,Ariyalur,Senthurai,Senthurai,Senthurai,11.25462627,79.17916667,01-01-1983,,80,32,170,0,195,0,0,470,,,1400,330,Pre monsoon,Vellar, Anaivari Odai
5321,73021,Dug Well,Ariyalur,Ariyalur,Tirumanur,Ponparappi,11.27628196,79.24166667,01-01-1983,,60,4,44,0,64,0,48,85,,,520,165,Pre monsoon,Vellar, Anaivari Odai
5322,73028,Dug Well,Perambalur,Kunnam,Alathur,Nakkaselam,11.16146512,78.725,01-01-1983,,156,88,253,0,411,0,0,445,,,2600,750,Pre monsoon,Cauvery, Nandiyar - Kulaiyar
5323,73029,Dug Well,Perambalur,Perambalur,Perambalur,Velur,11.11310499,78.79166667,01-01-1983,,108,45,90,0,131,0,72,299,,,1300,455,Pre monsoon,Cauvery, Nandiyar - Kulaiyar
5324,73030,Dug Well,Perambalur,Perambalur,Perambalur,Ayilur,11.18058904,78.8875,01-01-1983,,200,73,184,0,376,0,0,458,,,2400,800,Pre monsoon,Cauvery, Marudaiyar
5325,73032,Dug Well,Perambalur,Kunnam,Alathur,Kilmattur,9.9674215,79.0625,01-01-1983,,60,13,69,0,53,0,0,372,,,710,205,Pre monsoon,Pambar Kottakaraiyar, Pambar
5326,73033,Dug Well,Ariyalur,Ariyalur,Ariyalur,Kadugur,11.16883866,79.15,01-01-1983,,74,33,30,0,67,0,0,403,,,770,320,Pre monsoon,Cauvery, Marudaiyar
5327,73034,Dug Well,Ariyalur,Ariyalur,Ariyalur,Kumbiliyam,11.19138914,79.24166667,01-01-1983,,44,7,14,0,53,0,36,37,,,340,140,Pre monsoon,Cauvery, Lower Coleroon
5328,73039A,Dug Well,Thiruchirapalli,Musiri,Thathaiyangarpettai,Devanur(puthur),11.30910663,78.42916667,01-01-1983,,118,45,182,0,149,0,0,366,,,1150,480,Pre monsoon,Cauvery, Ayiaar
5329,73042,Dug Well,Perambalur,Kunnam,Alathur,Tenur,11.87361494,78.71666667,01-01-1983,,152,85,170,0,362,0,0,512,,,2200,730,Pre monsoon,Vellar, Manimukdhanadhi
5330,73043,Dug Well,Thiruchirapalli,Mannachanallur,Mannachanallur,Maniyankurichchi,11.0739617,78.79166667,01-01-1983,,134,77,92,0,241,0,0,342,,,1700,650,Pre monsoon,Cauvery, Nandiyar - Kulaiyar
5331,73048,Dug Well,Ariyalur,Udayarpalayam,Jayankondam,Ulliyakkudi,11.08998649,79.22916667,01-01-1983,,54,12,44,0,78,0,0,201,,,560,185,Pre monsoon,Cauvery, Lower Coleroon
5332,73052,Dug Well,Karur,Aravakurichi,K.Paramathi,Kuppam,12.88440116,79.0713278,01-01-1983,,32,39,101,0,78,0,0,323,,,920,240,Pre monsoon,Palar, Poiney (Ponnai)
5333,73054,Dug Well,Karur,Karur,Aravakurichi,Thannirpandalpalaiyam,11.48862879,78.09722222,01-01-1983,,74,32,97,0,110,0,0,366,,,1050,315,Pre monsoon,Cauvery, Tirumanimuttar
5334,73055,Dug Well,Thiruchirapalli,Thottiyam,Thottiyam,Unniyur,11.00203933,78.17777778,01-01-1983,,70,26,101,0,117,0,0,384,,,1000,280,Pre monsoon,Cauvery, Tirumanimuttar
5335,73056,Dug Well,Thiruchirapalli,Thottiyam,Thottiyam,Vendanpatti,10.25097215,78.27777778,01-01-1983,,26,21,64,0,53,0,24,146,,,580,150,Pre monsoon,Pambar Kottakaraiyar, Manimuthar
5336,73057,Dug Well,Thiruchirapalli,Thottiyam,Thottiyam,Arangur (puthur),10.44663634,78.35694444,01-01-1983,,48,35,396,0,184,0,0,671,,,2250,265,Pre monsoon,Agniyar, South Vellar
5337,73060,Dug Well,Thiruchirapalli,Turaiyur,Turaiyur,Kurikkarankulam,11.06537362,78.62638889,01-01-1983,,60,21,92,0,142,0,0,98,,,870,235,Pre monsoon,Cauvery, Nandiyar - Kulaiyar
5338,73061,Dug Well,Thiruchirapalli,Mannachanallur,Mannachanallur,Talutalaippatti,10.91245372,78.72916667,01-01-1983,,80,29,78,0,78,0,0,421,,,980,320,Pre monsoon,Cauvery, Nandiyar - Kulaiyar
5339,73062,Dug Well,Thiruchirapalli,Lalgudi,Pullambadi,Reddimangudi,10.9964996,78.825,01-01-1983,,56,54,64,0,85,0,0,409,,,1000,360,Pre monsoon,Cauvery, Nandiyar - Kulaiyar
5340,73065,Dug Well,Ariyalur,Ariyalur,Tirumanur,Sathamangalam,11.03652915,79.06666667,01-01-1983,,64,13,143,0,106,0,0,439,,,1050,215,Pre monsoon,Cauvery, Marudaiyar
5341,73071,Dug Well,Karur,Karur,Thanthoni,Kaliyappagoundanur,10.62242701,78.09722222,01-01-1983,,80,45,99,0,138,0,0,378,,,1200,385,Pre monsoon,Cauvery, Amaravathi
5342,73072,Dug Well,Karur,Krishnarayapuram,Krishnarayapuram,Valayalkaranputhur,10.94715597,78.19166667,01-01-1983,,34,45,209,0,170,0,0,409,,,1450,270,Pre monsoon,Cauvery, Amaravathi
5343,73074,Dug Well,Karur,Krishnarayapuram,Krishnarayapuram,Thaliyampatti,10.91066409,78.37777778,01-01-1983,,54,40,60,0,43,0,24,348,,,860,300,Pre monsoon,Cauvery, Pungar (Upper Coleroon)
5344,73075A,Dug Well,Thiruchirapalli,Musiri,Musiri,Kalaravali{kottur},11.32793282,78.54444444,01-01-1983,,66,91,258,0,383,0,0,561,,,2200,540,Pre monsoon,Cauvery, Ayiaar
5345,73076,Dug Well,Thiruchirapalli,Mannachanallur,Mannachanallur,Neyveli,11.54024175,78.625,01-01-1983,,66,27,32,0,74,0,0,281,,,690,275,Pre monsoon,Vellar, Upper Vellar
5346,73078,Dug Well,Thiruchirapalli,Lalgudi,Lalgudi,Kilmarimangalam,10.87344966,78.80416667,01-01-1983,,232,17,483,0,681,0,0,433,,,3400,650,Pre monsoon,Cauvery, Nandiyar - Kulaiyar
5347,73080,Dug Well,Thiruchirapalli,Lalgudi,Pullambadi,Viragalur,10.91166206,78.98333333,01-01-1983,,60,18,62,0,50,0,0,305,,,720,225,Pre monsoon,Cauvery, Nandiyar - Kulaiyar
5348,73082,Dug Well,Karur,Aravakurichi,Aravakurichi,Nagampalli,10.83016195,77.93333333,01-01-1983,,54,88,232,0,319,0,0,549,,,2000,495,Pre monsoon,Cauvery, Amaravathi
5349,73083,Dug Well,Karur,Aravakurichi,Aravakurichi,Thirumanickkampatti,10.7745633,78.00777778,01-01-1983,,88,92,276,0,404,0,0,702,,,2400,600,Pre monsoon,Cauvery, Amaravathi
5350,73084,Dug Well,Karur,Karur,Thanthoni,Jellippatti,10.84910695,78.10555556,01-01-1983,,124,90,274,0,468,0,0,348,,,2550,680,Pre monsoon,Cauvery, Amaravathi
5351,73085,Dug Well,Karur,Karur,Thanthoni,Jegadabi,10.86621607,78.16666667,01-01-1983,,160,170,598,0,974,0,0,177,,,4800,1100,Pre monsoon,Cauvery, Amaravathi
5352,73087,Dug Well,Karur,Kulithalai,Kulithalai,Kanakkappillaiyur,10.88004183,78.35416667,01-01-1983,,32,33,154,0,152,0,0,311,,,1100,215,Pre monsoon,Cauvery, Pungar (Upper Coleroon)
5353,73088,Dug Well,Karur,Kulithalai,Kulithalai,Kalingappatti,9.275463354,78.45694444,01-01-1983,,40,61,104,0,0,163,0,378,,,1150,350,Pre monsoon,Gundar, Lower Gundar
5354,73090,Dug Well,Thiruchirapalli,Srirangam,Manikandam,Kumaravayalur,11.26666667,78.62222222,01-01-1983,,64,62,166,0,184,0,0,561,,,1550,415,Pre monsoon,Cauvery, Ayiaar
5355,73092A,Dug Well,Thiruchirapalli,Thiruchirapalli,Tiruverumbur,Melaarasangudi,10.78505308,78.81111111,01-01-1983,,44,7,9,0,21,0,36,67,,,320,140,Pre monsoon,Cauvery, Ponnaniyar
5356,73094,Dug Well,Karur,Aravakurichi,Aravakurichi,Puduvadi,10.50181584,77.91388889,01-01-1983,,34,47,101,0,71,0,0,464,,,1000,280,Pre monsoon,Cauvery, Amaravathi
5357,73096,Dug Well,Karur,Krishnarayapuram,Kadavur,Kannimarpalaiyam(kadavur),10.87757119,78.27777778,01-01-1983,,44,17,39,0,28,0,42,49,,,530,180,Pre monsoon,Cauvery, Pungar (Upper Coleroon)
5358,73097,Dug Well,Karur,Kulithalai,Kulithalai,Kannimarpalayam,10.87758172,78.36388889,01-01-1983,,26,22,51,0,32,0,36,146,,,530,155,Pre monsoon,Cauvery, Pungar (Upper Coleroon)
5359,73102,Dug Well,Thiruchirapalli,Thiruchirapalli,Tiruverumbur,Tuvagudi,10.7533777,78.82083333,01-01-1983,,152,97,446,0,780,0,0,244,,,3500,780,Pre monsoon,Cauvery, Cauvery Delta
5360,73104,Dug Well,Karur,Aravakurichi,Aravakurichi,Paraiyur{paraippatti},11.46531275,77.84444444,01-01-1983,,148,63,239,0,376,0,0,293,,,2300,630,Pre monsoon,Cauvery, Mettur Reservoir to Noyel confluence
5361,73107,Dug Well,Thiruchirapalli,Manapparai,Vaiyampatti,Ponnakkavundanpatti,11.63091708,78.28333333,01-01-1983,,70,44,136,0,184,0,30,305,,,1300,355,Pre monsoon,Cauvery, Tirumanimuttar
5362,73108,Dug Well,Thiruchirapalli,Manapparai,Vaiyampatti,Nallampillaipudur,10.62969063,78.36666667,01-01-1983,,160,248,359,0,1035,0,0,726,,,4400,1420,Pre monsoon,Cauvery, Ponnaniyar
5363,73109,Dug Well,Thiruchirapalli,Manapparai,Manapparai,Chokkampatti,9.592847625,78.45555556,01-01-1983,,148,51,446,0,624,0,0,525,,,3100,580,Pre monsoon,Gundar, Paralaiyar
5364,73110,Dug Well,Pudukkottai,Kulathur,Viralimalai,Kalkudi,10.67307776,78.5475,01-01-1983,,212,66,368,0,652,0,0,470,,,3200,800,Pre monsoon,Cauvery, Ponnaniyar
5365,73114,Dug Well,Pudukkottai,Kulathur,Kunnandarkoil,Sengalure,10.68694848,78.89,01-01-1983,,50,19,64,0,28,0,0,348,,,690,205,Pre monsoon,Cauvery, Cauvery Delta
5366,73116,Dug Well,Thiruchirapalli,Manapparai,Vaiyampatti,Sekkanam,10.57844293,78.29305556,01-01-1983,,92,9,200,0,181,0,0,409,,,1400,265,Pre monsoon,Cauvery, Ponnaniyar
5367,73118,Dug Well,Thiruchirapalli,Manapparai,Manapparai,Periamanpatti,10.64902086,78.45,01-01-1983,,74,50,74,0,152,0,0,372,,,1100,390,Pre monsoon,Cauvery, Ponnaniyar
5368,73126,Dug Well,Thiruchirapalli,Manapparai,Vaiyampatti,Ilamanam,10.50229279,78.27222222,01-01-1983,,78,80,150,0,202,0,18,427,,,1700,525,Pre monsoon,Cauvery, Ponnaniyar
5369,73127,Dug Well,Thiruchirapalli,Manapparai,Manapparai,Alagakkavundanpatti,9.882195006,78.345,01-01-1983,,42,28,85,0,103,0,18,268,,,810,220,Pre monsoon,Vaigai, Uppar
5370,73129,Dug Well,Thiruchirapalli,Manapparai,Marungapuri,Vannarapatti,10.50770524,78.54222222,01-01-1983,,104,229,1058,0,1474,0,66,586,,,7000,1200,Pre monsoon,Agniyar, South Vellar
5371,73136,Dug Well,Pudukkottai,Alangudi,Karambakudi,Tittanviduthy,10.40179646,79.14611111,01-01-1983,,80,28,81,0,216,0,0,159,,,980,315,Pre monsoon,Agniyar, Agniyar
5372,73138A,Dug Well,Thiruchirapalli,Manapparai,Marungapuri,Kottaikkariyampatti,10.44863193,78.43611111,01-01-1983,,90,43,41,0,50,0,0,378,,,980,400,Pre monsoon,Agniyar, South Vellar
5373,73142,Dug Well,Pudukkottai,Pudukkottai,Pudukkottai,Pudukkottai,10.38408837,78.80333333,01-01-1983,,232,321,322,0,1333,0,0,500,,,5200,1900,Pre monsoon,Agniyar, South Vellar
5374,73144,Dug Well,Pudukkottai,Alangudi,Karambakudi,Mangottai,10.41710218,78.97583333,01-01-1983,,58,28,44,0,92,0,0,232,,,710,260,Pre monsoon,Agniyar, Agniyar
